state,yr,qtr,index_nsa,index_sa,Warning
AK,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,2,100.55,99.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,3,101.89,101.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,4,102.11,102.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,1,102.29,102.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,2,103.87,103.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,3,104.72,103.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,4,104.06,104.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,1,104.82,104.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,2,106.89,106.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,3,107.96,107.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,4,110.25,110.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,1,110.78,110.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,2,111.37,110.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,3,112.51,111.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,4,111.03,111.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,1,114.52,114.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,2,116.35,115.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,3,117.54,116.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,4,117.23,117.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,1,120.80,120.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,2,120.97,119.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,3,120.86,120.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,4,123.08,123.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,1,123.02,122.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,2,124.76,123.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,3,125.05,124.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,4,125.25,125.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,1,125.48,125.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,2,129.12,127.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,3,129.83,128.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,4,130.49,130.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,1,131.39,131.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,2,133.69,132.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,3,134.39,133.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,4,130.69,130.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,1,132.97,133.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,2,136.21,134.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,3,137.87,136.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,4,136.50,136.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,1,139.71,140.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,2,144.48,143.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,3,146.58,144.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,4,147.83,148.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,1,148.73,149.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,2,153.10,151.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,3,157.70,155.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,4,156.67,157.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,1,159.51,160.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,2,163.79,162.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,3,166.46,164.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,4,170.07,170.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,1,174.65,175.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,2,178.34,176.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,3,185.11,182.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,4,187.18,187.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,1,191.96,192.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,2,199.38,197.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,3,206.33,204.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,4,207.31,207.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,1,210.70,212.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,2,218.48,215.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,3,219.89,217.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,4,219.32,219.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,1,220.58,222.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,2,228.92,225.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,3,226.29,223.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,4,221.73,221.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,1,216.83,218.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,2,226.07,223.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,3,223.50,220.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,4,224.40,224.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,1,223.02,225.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,2,218.42,215.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,3,217.27,214.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,4,214.84,215.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,1,212.10,214.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,2,221.87,219.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,3,225.15,221.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,4,220.08,220.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,1,222.05,224.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,2,225.07,222.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,3,227.33,223.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,4,223.02,223.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,1,214.66,217.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,2,227.17,224.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,3,230.19,226.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,4,227.04,227.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,1,226.28,229.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,2,234.18,230.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,3,233.77,230.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,4,232.11,232.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,1,228.13,231.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,2,237.98,234.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,3,239.27,236.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,4,241.49,241.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,1,240.27,243.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,2,246.44,242.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,3,246.90,243.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,4,247.88,247.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,1,241.20,244.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,2,254.19,250.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,3,252.51,249.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,4,248.30,248.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,1,248.63,251.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,2,254.04,250.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,3,259.17,255.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,4,256.79,256.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,1,255.34,258.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AL,1991,1,100.00,100.00,
AL,1991,2,101.74,101.36,
AL,1991,3,102.79,102.13,
AL,1991,4,103.46,102.88,
AL,1992,1,104.45,104.45,
AL,1992,2,104.76,104.36,
AL,1992,3,106.99,106.30,
AL,1992,4,108.47,107.90,
AL,1993,1,109.01,109.01,
AL,1993,2,110.12,109.66,
AL,1993,3,112.12,111.39,
AL,1993,4,113.35,112.83,
AL,1994,1,114.19,114.15,
AL,1994,2,116.41,115.89,
AL,1994,3,117.29,116.50,
AL,1994,4,117.99,117.55,
AL,1995,1,118.53,118.44,
AL,1995,2,119.80,119.19,
AL,1995,3,121.66,120.88,
AL,1995,4,121.93,121.57,
AL,1996,1,122.92,122.77,
AL,1996,2,125.28,124.58,
AL,1996,3,125.87,125.10,
AL,1996,4,126.74,126.45,
AL,1997,1,127.93,127.70,
AL,1997,2,128.48,127.68,
AL,1997,3,129.87,129.16,
AL,1997,4,129.72,129.48,
AL,1998,1,131.04,130.74,
AL,1998,2,133.04,132.19,
AL,1998,3,134.31,133.62,
AL,1998,4,135.69,135.47,
AL,1999,1,136.63,136.28,
AL,1999,2,138.25,137.33,
AL,1999,3,138.89,138.23,
AL,1999,4,139.84,139.60,
AL,2000,1,141.44,141.07,
AL,2000,2,142.71,141.77,
AL,2000,3,142.97,142.26,
AL,2000,4,143.20,142.95,
AL,2001,1,144.49,144.17,
AL,2001,2,146.41,145.47,
AL,2001,3,147.13,146.30,
AL,2001,4,147.65,147.39,
AL,2002,1,148.88,148.62,
AL,2002,2,150.61,149.69,
AL,2002,3,151.73,150.72,
AL,2002,4,153.54,153.29,
AL,2003,1,154.49,154.32,
AL,2003,2,156.84,155.91,
AL,2003,3,159.88,158.69,
AL,2003,4,159.32,159.09,
AL,2004,1,160.51,160.45,
AL,2004,2,163.93,162.90,
AL,2004,3,167.86,166.50,
AL,2004,4,168.92,168.72,
AL,2005,1,171.69,171.78,
AL,2005,2,175.62,174.40,
AL,2005,3,179.53,177.98,
AL,2005,4,183.01,182.92,
AL,2006,1,187.28,187.52,
AL,2006,2,192.53,190.99,
AL,2006,3,195.46,193.67,
AL,2006,4,196.57,196.58,
AL,2007,1,198.24,198.70,
AL,2007,2,202.91,201.14,
AL,2007,3,202.85,200.76,
AL,2007,4,200.77,200.92,
AL,2008,1,198.76,199.51,
AL,2008,2,199.13,197.26,
AL,2008,3,196.56,194.21,
AL,2008,4,191.65,191.94,
AL,2009,1,191.87,192.93,
AL,2009,2,193.59,191.60,
AL,2009,3,188.91,186.36,
AL,2009,4,193.03,193.49,
AL,2010,1,183.39,184.69,
AL,2010,2,183.57,181.50,
AL,2010,3,183.06,180.41,
AL,2010,4,175.46,176.00,
AL,2011,1,170.86,172.20,
AL,2011,2,173.43,171.35,
AL,2011,3,174.80,172.25,
AL,2011,4,171.35,171.91,
AL,2012,1,173.62,175.05,
AL,2012,2,180.14,177.87,
AL,2012,3,177.48,174.95,
AL,2012,4,178.36,179.01,
AL,2013,1,177.74,179.09,
AL,2013,2,183.77,181.42,
AL,2013,3,185.33,182.83,
AL,2013,4,182.16,182.83,
AL,2014,1,183.54,184.75,
AL,2014,2,186.04,183.73,
AL,2014,3,188.97,186.56,
AL,2014,4,189.75,190.42,
AL,2015,1,187.70,188.73,
AL,2015,2,195.51,193.21,
AL,2015,3,196.15,193.76,
AL,2015,4,193.18,193.73,
AL,2016,1,195.85,196.87,
AL,2016,2,201.18,198.89,
AL,2016,3,204.33,201.89,
AL,2016,4,203.01,203.52,
AL,2017,1,206.19,207.27,
AL,2017,2,210.60,208.18,
AL,2017,3,213.25,210.80,
AL,2017,4,213.94,214.39,
AL,2018,1,213.10,214.26,
AR,1991,1,100.00,100.00,
AR,1991,2,100.33,100.06,
AR,1991,3,101.79,101.53,
AR,1991,4,102.91,102.93,
AR,1992,1,102.83,102.85,
AR,1992,2,104.01,103.70,
AR,1992,3,105.08,104.83,
AR,1992,4,105.64,105.66,
AR,1993,1,107.52,107.55,
AR,1993,2,109.68,109.33,
AR,1993,3,111.55,111.30,
AR,1993,4,111.56,111.58,
AR,1994,1,115.21,115.24,
AR,1994,2,116.58,116.20,
AR,1994,3,116.93,116.67,
AR,1994,4,119.28,119.29,
AR,1995,1,119.09,119.16,
AR,1995,2,121.56,121.12,
AR,1995,3,123.12,122.85,
AR,1995,4,123.56,123.57,
AR,1996,1,124.29,124.38,
AR,1996,2,125.88,125.40,
AR,1996,3,125.42,125.14,
AR,1996,4,126.16,126.19,
AR,1997,1,127.23,127.35,
AR,1997,2,128.25,127.73,
AR,1997,3,128.58,128.29,
AR,1997,4,129.20,129.22,
AR,1998,1,129.50,129.65,
AR,1998,2,129.91,129.40,
AR,1998,3,132.60,132.26,
AR,1998,4,132.71,132.74,
AR,1999,1,133.87,134.05,
AR,1999,2,135.51,134.99,
AR,1999,3,136.43,136.05,
AR,1999,4,137.06,137.08,
AR,2000,1,137.24,137.44,
AR,2000,2,140.12,139.64,
AR,2000,3,140.48,140.02,
AR,2000,4,141.26,141.28,
AR,2001,1,142.78,143.00,
AR,2001,2,143.96,143.50,
AR,2001,3,145.93,145.40,
AR,2001,4,146.20,146.18,
AR,2002,1,147.22,147.53,
AR,2002,2,150.22,149.77,
AR,2002,3,151.47,150.86,
AR,2002,4,152.65,152.57,
AR,2003,1,154.46,154.89,
AR,2003,2,157.20,156.72,
AR,2003,3,160.61,159.89,
AR,2003,4,161.38,161.29,
AR,2004,1,164.67,165.21,
AR,2004,2,167.95,167.43,
AR,2004,3,170.85,170.03,
AR,2004,4,172.96,172.87,
AR,2005,1,175.21,175.85,
AR,2005,2,178.62,177.99,
AR,2005,3,182.57,181.69,
AR,2005,4,185.70,185.70,
AR,2006,1,186.96,187.54,
AR,2006,2,190.32,189.65,
AR,2006,3,192.22,191.34,
AR,2006,4,193.12,193.19,
AR,2007,1,192.29,192.84,
AR,2007,2,195.76,194.94,
AR,2007,3,195.73,194.92,
AR,2007,4,194.03,194.25,
AR,2008,1,189.68,190.06,
AR,2008,2,189.90,189.07,
AR,2008,3,189.48,188.71,
AR,2008,4,185.41,185.80,
AR,2009,1,184.19,184.47,
AR,2009,2,184.87,183.94,
AR,2009,3,184.83,184.08,
AR,2009,4,188.24,188.90,
AR,2010,1,177.65,177.75,
AR,2010,2,183.81,182.84,
AR,2010,3,178.06,177.29,
AR,2010,4,174.65,175.49,
AR,2011,1,178.44,178.38,
AR,2011,2,174.04,173.13,
AR,2011,3,176.45,175.63,
AR,2011,4,178.18,179.24,
AR,2012,1,178.54,178.31,
AR,2012,2,183.89,182.97,
AR,2012,3,182.79,181.93,
AR,2012,4,180.58,181.75,
AR,2013,1,187.21,186.84,
AR,2013,2,187.57,186.66,
AR,2013,3,187.70,186.85,
AR,2013,4,184.44,185.64,
AR,2014,1,188.59,188.15,
AR,2014,2,189.40,188.56,
AR,2014,3,190.92,190.05,
AR,2014,4,192.55,193.71,
AR,2015,1,188.93,188.58,
AR,2015,2,195.02,194.17,
AR,2015,3,198.72,197.74,
AR,2015,4,196.31,197.46,
AR,2016,1,199.62,199.30,
AR,2016,2,200.70,199.92,
AR,2016,3,203.55,202.46,
AR,2016,4,203.11,204.19,
AR,2017,1,206.77,206.55,
AR,2017,2,209.13,208.40,
AR,2017,3,212.16,210.99,
AR,2017,4,214.63,215.59,
AR,2018,1,214.38,214.28,
AZ,1991,1,100.00,100.00,
AZ,1991,2,100.51,100.46,
AZ,1991,3,99.34,99.54,
AZ,1991,4,102.08,101.56,
AZ,1992,1,102.36,102.39,
AZ,1992,2,101.66,101.60,
AZ,1992,3,102.79,102.94,
AZ,1992,4,103.72,103.23,
AZ,1993,1,104.24,104.30,
AZ,1993,2,105.46,105.39,
AZ,1993,3,106.78,106.82,
AZ,1993,4,109.27,108.86,
AZ,1994,1,109.94,110.05,
AZ,1994,2,112.60,112.51,
AZ,1994,3,114.06,113.95,
AZ,1994,4,116.37,116.06,
AZ,1995,1,117.34,117.52,
AZ,1995,2,118.71,118.54,
AZ,1995,3,121.00,120.74,
AZ,1995,4,121.68,121.53,
AZ,1996,1,123.23,123.46,
AZ,1996,2,124.88,124.63,
AZ,1996,3,126.18,125.79,
AZ,1996,4,126.35,126.36,
AZ,1997,1,127.33,127.57,
AZ,1997,2,129.28,128.95,
AZ,1997,3,130.50,130.05,
AZ,1997,4,131.14,131.28,
AZ,1998,1,132.40,132.62,
AZ,1998,2,135.44,135.03,
AZ,1998,3,137.50,137.07,
AZ,1998,4,138.59,138.75,
AZ,1999,1,140.81,141.04,
AZ,1999,2,143.35,142.84,
AZ,1999,3,145.68,145.34,
AZ,1999,4,147.12,147.23,
AZ,2000,1,149.33,149.55,
AZ,2000,2,152.01,151.46,
AZ,2000,3,153.30,153.04,
AZ,2000,4,155.79,155.82,
AZ,2001,1,157.95,158.17,
AZ,2001,2,161.20,160.64,
AZ,2001,3,162.96,162.72,
AZ,2001,4,166.00,165.97,
AZ,2002,1,166.80,167.10,
AZ,2002,2,170.39,169.82,
AZ,2002,3,173.00,172.62,
AZ,2002,4,176.61,176.64,
AZ,2003,1,179.70,180.11,
AZ,2003,2,183.71,183.06,
AZ,2003,3,187.53,186.91,
AZ,2003,4,193.01,193.23,
AZ,2004,1,198.86,199.43,
AZ,2004,2,206.81,206.01,
AZ,2004,3,217.61,216.53,
AZ,2004,4,228.54,229.19,
AZ,2005,1,244.36,245.16,
AZ,2005,2,269.99,268.77,
AZ,2005,3,291.56,289.71,
AZ,2005,4,302.88,304.29,
AZ,2006,1,314.78,315.94,
AZ,2006,2,321.20,319.50,
AZ,2006,3,317.37,314.98,
AZ,2006,4,319.25,321.22,
AZ,2007,1,318.14,319.40,
AZ,2007,2,316.00,314.01,
AZ,2007,3,309.37,306.96,
AZ,2007,4,289.55,291.59,
AZ,2008,1,275.83,276.89,
AZ,2008,2,263.12,261.43,
AZ,2008,3,244.34,242.38,
AZ,2008,4,224.17,225.78,
AZ,2009,1,215.17,216.06,
AZ,2009,2,203.46,202.14,
AZ,2009,3,201.27,199.60,
AZ,2009,4,195.51,196.85,
AZ,2010,1,190.58,191.52,
AZ,2010,2,188.09,186.85,
AZ,2010,3,180.40,178.91,
AZ,2010,4,170.89,171.88,
AZ,2011,1,167.20,168.25,
AZ,2011,2,163.64,162.48,
AZ,2011,3,165.10,163.78,
AZ,2011,4,166.99,167.83,
AZ,2012,1,172.64,173.81,
AZ,2012,2,185.15,183.83,
AZ,2012,3,195.33,193.83,
AZ,2012,4,199.04,199.89,
AZ,2013,1,205.19,206.68,
AZ,2013,2,218.75,217.11,
AZ,2013,3,223.46,221.89,
AZ,2013,4,229.37,230.26,
AZ,2014,1,230.12,231.79,
AZ,2014,2,234.94,233.07,
AZ,2014,3,237.66,236.25,
AZ,2014,4,238.17,238.98,
AZ,2015,1,243.36,245.07,
AZ,2015,2,249.82,247.74,
AZ,2015,3,255.16,253.85,
AZ,2015,4,257.25,258.16,
AZ,2016,1,261.77,263.38,
AZ,2016,2,270.32,268.13,
AZ,2016,3,271.90,270.61,
AZ,2016,4,277.64,278.67,
AZ,2017,1,281.67,283.24,
AZ,2017,2,293.86,291.56,
AZ,2017,3,299.82,298.37,
AZ,2017,4,301.81,302.96,
AZ,2018,1,308.33,310.03,
CA,1991,1,100.00,100.00,
CA,1991,2,99.68,99.25,
CA,1991,3,99.54,98.87,
CA,1991,4,99.68,99.21,
CA,1992,1,99.04,99.05,
CA,1992,2,98.02,97.60,
CA,1992,3,97.74,97.03,
CA,1992,4,95.96,95.55,
CA,1993,1,93.67,93.68,
CA,1993,2,92.95,92.55,
CA,1993,3,91.48,90.75,
CA,1993,4,90.26,89.95,
CA,1994,1,88.84,88.87,
CA,1994,2,88.56,88.14,
CA,1994,3,88.36,87.61,
CA,1994,4,86.97,86.76,
CA,1995,1,86.19,86.23,
CA,1995,2,86.04,85.56,
CA,1995,3,86.23,85.46,
CA,1995,4,85.13,85.01,
CA,1996,1,84.97,85.01,
CA,1996,2,85.11,84.56,
CA,1996,3,85.46,84.70,
CA,1996,4,85.22,85.18,
CA,1997,1,84.75,84.77,
CA,1997,2,86.91,86.28,
CA,1997,3,88.09,87.35,
CA,1997,4,88.92,88.92,
CA,1998,1,90.94,90.96,
CA,1998,2,94.40,93.64,
CA,1998,3,96.49,95.73,
CA,1998,4,98.07,98.07,
CA,1999,1,100.56,100.58,
CA,1999,2,103.79,102.93,
CA,1999,3,106.14,105.33,
CA,1999,4,108.32,108.31,
CA,2000,1,111.71,111.75,
CA,2000,2,116.09,115.14,
CA,2000,3,119.86,118.92,
CA,2000,4,123.84,123.80,
CA,2001,1,127.97,128.06,
CA,2001,2,132.55,131.54,
CA,2001,3,135.51,134.32,
CA,2001,4,138.06,137.99,
CA,2002,1,142.41,142.60,
CA,2002,2,149.86,148.78,
CA,2002,3,157.16,155.62,
CA,2002,4,161.80,161.70,
CA,2003,1,167.49,167.86,
CA,2003,2,175.07,173.83,
CA,2003,3,182.94,180.95,
CA,2003,4,191.73,191.69,
CA,2004,1,201.05,201.65,
CA,2004,2,215.74,214.14,
CA,2004,3,230.97,228.34,
CA,2004,4,240.24,240.22,
CA,2005,1,251.97,252.90,
CA,2005,2,267.61,265.52,
CA,2005,3,280.90,277.61,
CA,2005,4,284.42,284.40,
CA,2006,1,285.95,287.20,
CA,2006,2,287.60,285.29,
CA,2006,3,282.70,279.35,
CA,2006,4,274.41,274.21,
CA,2007,1,271.89,273.34,
CA,2007,2,269.08,266.88,
CA,2007,3,255.31,252.27,
CA,2007,4,234.75,234.38,
CA,2008,1,212.75,214.09,
CA,2008,2,195.94,194.36,
CA,2008,3,183.84,181.64,
CA,2008,4,171.73,171.28,
CA,2009,1,163.79,164.97,
CA,2009,2,164.30,162.98,
CA,2009,3,167.45,165.44,
CA,2009,4,168.35,167.83,
CA,2010,1,166.48,167.78,
CA,2010,2,168.33,166.96,
CA,2010,3,165.46,163.42,
CA,2010,4,160.59,160.14,
CA,2011,1,154.99,156.21,
CA,2011,2,154.58,153.22,
CA,2011,3,154.60,152.71,
CA,2011,4,153.25,152.97,
CA,2012,1,153.91,155.03,
CA,2012,2,161.30,159.77,
CA,2012,3,165.16,163.19,
CA,2012,4,171.00,170.90,
CA,2013,1,178.47,179.58,
CA,2013,2,191.44,189.51,
CA,2013,3,200.34,198.09,
CA,2013,4,202.15,202.24,
CA,2014,1,205.85,206.89,
CA,2014,2,212.42,210.19,
CA,2014,3,216.35,214.06,
CA,2014,4,217.45,217.69,
CA,2015,1,221.31,222.22,
CA,2015,2,227.70,225.23,
CA,2015,3,231.19,228.92,
CA,2015,4,234.02,234.35,
CA,2016,1,237.36,238.17,
CA,2016,2,244.61,241.92,
CA,2016,3,248.21,245.94,
CA,2016,4,250.16,250.51,
CA,2017,1,255.24,256.02,
CA,2017,2,265.02,262.08,
CA,2017,3,269.43,267.07,
CA,2017,4,272.13,272.47,
CA,2018,1,277.87,278.71,
CO,1991,1,100.00,100.00,
CO,1991,2,100.96,100.03,
CO,1991,3,102.22,101.04,
CO,1991,4,103.14,102.95,
CO,1992,1,105.35,105.35,
CO,1992,2,108.81,107.81,
CO,1992,3,110.98,109.70,
CO,1992,4,113.70,113.48,
CO,1993,1,115.55,115.59,
CO,1993,2,120.40,119.28,
CO,1993,3,125.04,123.60,
CO,1993,4,128.07,127.81,
CO,1994,1,131.84,131.90,
CO,1994,2,136.93,135.63,
CO,1994,3,139.76,138.16,
CO,1994,4,140.33,140.04,
CO,1995,1,141.76,141.83,
CO,1995,2,144.92,143.52,
CO,1995,3,147.64,146.00,
CO,1995,4,148.45,148.13,
CO,1996,1,149.96,150.00,
CO,1996,2,153.41,151.91,
CO,1996,3,155.03,153.37,
CO,1996,4,156.16,155.85,
CO,1997,1,157.24,157.21,
CO,1997,2,160.72,159.13,
CO,1997,3,162.70,161.02,
CO,1997,4,163.63,163.36,
CO,1998,1,166.06,165.93,
CO,1998,2,170.21,168.51,
CO,1998,3,173.20,171.46,
CO,1998,4,175.78,175.59,
CO,1999,1,179.65,179.38,
CO,1999,2,186.25,184.37,
CO,1999,3,192.24,190.35,
CO,1999,4,194.48,194.34,
CO,2000,1,200.31,199.93,
CO,2000,2,207.27,205.17,
CO,2000,3,213.28,211.19,
CO,2000,4,217.01,216.91,
CO,2001,1,223.82,223.38,
CO,2001,2,228.98,226.61,
CO,2001,3,230.66,228.37,
CO,2001,4,230.37,230.31,
CO,2002,1,234.09,233.70,
CO,2002,2,236.96,234.41,
CO,2002,3,239.46,237.07,
CO,2002,4,239.57,239.50,
CO,2003,1,240.48,240.26,
CO,2003,2,243.67,240.87,
CO,2003,3,244.89,242.46,
CO,2003,4,244.59,244.44,
CO,2004,1,246.53,246.59,
CO,2004,2,253.60,250.48,
CO,2004,3,255.75,253.15,
CO,2004,4,254.61,254.43,
CO,2005,1,258.53,258.99,
CO,2005,2,265.16,261.55,
CO,2005,3,267.60,264.75,
CO,2005,4,269.97,269.94,
CO,2006,1,270.42,271.27,
CO,2006,2,276.15,272.00,
CO,2006,3,275.88,272.79,
CO,2006,4,275.94,276.17,
CO,2007,1,274.88,276.04,
CO,2007,2,280.23,275.60,
CO,2007,3,278.38,275.15,
CO,2007,4,270.34,270.76,
CO,2008,1,266.02,267.39,
CO,2008,2,271.41,266.74,
CO,2008,3,266.16,262.80,
CO,2008,4,256.22,256.75,
CO,2009,1,259.80,261.54,
CO,2009,2,267.30,262.43,
CO,2009,3,266.55,262.96,
CO,2009,4,262.35,262.95,
CO,2010,1,261.75,263.95,
CO,2010,2,264.77,259.73,
CO,2010,3,259.09,255.34,
CO,2010,4,257.95,258.62,
CO,2011,1,250.09,252.58,
CO,2011,2,254.96,249.79,
CO,2011,3,257.70,253.95,
CO,2011,4,252.30,253.00,
CO,2012,1,252.05,254.76,
CO,2012,2,269.46,263.77,
CO,2012,3,273.61,269.54,
CO,2012,4,275.17,276.27,
CO,2013,1,277.27,280.18,
CO,2013,2,295.01,288.45,
CO,2013,3,298.96,294.63,
